"TIME","GEO","UNIT","NA_ITEM","Value"
"2016","Ireland","Current prices, million euro","Final consumption expenditure","124,967.7"
"2016","Ireland","Current prices, million euro","Final consumption expenditure of NPISH","2,095.1"
"2016","Ireland","Current prices, million euro","Gross capital formation","90,045.1"
"2016","Ireland","Current prices, million euro","External balance of goods and services","60,643.2"
"2016","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","250,947.8"
"2016","Ireland","Chain linked volumes (2010), million euro","Final consumption expenditure","118,387.4"
"2016","Ireland","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","1,657.2"
"2016","Ireland","Chain linked volumes (2010), million euro","Gross capital formation","83,298.0"
"2016","Ireland","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","81.7"
"2016","Greece","Chain linked volumes, index 2010=100","Final consumption expenditure","80.9"
"2016","Greece","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","107.3"
"2016","Greece","Chain linked volumes, index 2010=100","Gross capital formation","55.8"
"2016","Greece","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Greece","Current prices, million euro","Gross domestic product at market prices","174,199.3"
"2016","Greece","Current prices, million euro","Final consumption expenditure","156,975.4"
"2016","Greece","Current prices, million euro","Final consumption expenditure of NPISH","4,915.3"
"2016","Greece","Current prices, million euro","Gross capital formation","18,482.3"
"2016","Greece","Current prices, million euro","External balance of goods and services","-1,258.4"
"2016","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","184,594.1"
"2016","Greece","Chain linked volumes (2010), million euro","Final consumption expenditure","167,491.0"
"2016","Greece","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","5,112.9"
"2016","Greece","Chain linked volumes (2010), million euro","Gross capital formation","21,491.0"
"2016","Greece","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.3"
"2016","Spain","Chain linked volumes, index 2010=100","Final consumption expenditure","97.6"
"2016","Spain","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","116.4"
"2016","Spain","Chain linked volumes, index 2010=100","Gross capital formation","94.8"
"2016","Spain","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Spain","Current prices, million euro","Gross domestic product at market prices","1,118,522.0"
"2016","Spain","Current prices, million euro","Final consumption expenditure","855,613.0"
"2016","Spain","Current prices, million euro","Final consumption expenditure of NPISH","11,983.0"
"2016","Spain","Current prices, million euro","Gross capital formation","229,161.0"
"2016","Spain","Current prices, million euro","External balance of goods and services","33,748.0"
"2016","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,105,770.0"
"2016","Spain","Chain linked volumes (2010), million euro","Final consumption expenditure","820,638.0"
"2016","Spain","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","12,546.0"
"2016","Spain","Chain linked volumes (2010), million euro","Gross capital formation","241,396.0"
"2016","Spain","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.2"
"2016","France","Chain linked volumes, index 2010=100","Final consumption expenditure","106.1"
"2016","France","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","109.3"
"2016","France","Chain linked volumes, index 2010=100","Gross capital formation","112.7"
"2016","France","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","France","Current prices, million euro","Gross domestic product at market prices","2,228,857.0"
"2016","France","Current prices, million euro","Final consumption expenditure","1,759,625.0"
"2016","France","Current prices, million euro","Final consumption expenditure of NPISH","46,790.0"
"2016","France","Current prices, million euro","Gross capital formation","512,647.0"
"2016","France","Current prices, million euro","External balance of goods and services","-43,415.0"
"2016","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,122,073.0"
"2016","France","Chain linked volumes (2010), million euro","Final consumption expenditure","1,695,432.0"
"2016","France","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","43,301.0"
"2016","France","Chain linked volumes (2010), million euro","Gross capital formation","493,549.0"
"2016","France","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.1"
"2016","Croatia","Chain linked volumes, index 2010=100","Final consumption expenditure","99.1"
"2016","Croatia","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","118.5"
"2016","Croatia","Chain linked volumes, index 2010=100","Gross capital formation","102.1"
"2016","Croatia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Croatia","Current prices, million euro","Gross domestic product at market prices","46,382.1"
"2016","Croatia","Current prices, million euro","Final consumption expenditure","35,727.2"
"2016","Croatia","Current prices, million euro","Final consumption expenditure of NPISH","505.0"
"2016","Croatia","Current prices, million euro","Gross capital formation","9,347.6"
"2016","Croatia","Current prices, million euro","External balance of goods and services","1,307.3"
"2016","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","46,082.7"
"2016","Croatia","Chain linked volumes (2010), million euro","Final consumption expenditure","35,350.2"
"2016","Croatia","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","508.2"
"2016","Croatia","Chain linked volumes (2010), million euro","Gross capital formation","9,847.5"
"2016","Croatia","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.0"
"2016","Italy","Chain linked volumes, index 2010=100","Final consumption expenditure","96.9"
"2016","Italy","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.6"
"2016","Italy","Chain linked volumes, index 2010=100","Gross capital formation","82.3"
"2016","Italy","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Italy","Current prices, million euro","Gross domestic product at market prices","1,680,522.8"
"2016","Italy","Current prices, million euro","Final consumption expenditure","1,337,750.0"
"2016","Italy","Current prices, million euro","Final consumption expenditure of NPISH","9,733.4"
"2016","Italy","Current prices, million euro","Gross capital formation","285,847.2"
"2016","Italy","Current prices, million euro","External balance of goods and services","56,925.6"
"2016","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,573,002.2"
"2016","Italy","Chain linked volumes (2010), million euro","Final consumption expenditure","1,266,045.5"
"2016","Italy","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","8,827.4"
"2016","Italy","Chain linked volumes (2010), million euro","Gross capital formation","271,082.4"
"2016","Italy","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.8"
"2016","Cyprus","Chain linked volumes, index 2010=100","Final consumption expenditure","95.1"
"2016","Cyprus","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","109.0"
"2016","Cyprus","Chain linked volumes, index 2010=100","Gross capital formation","66.1"
"2016","Cyprus","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Cyprus","Current prices, million euro","Gross domestic product at market prices","18,122.5"
"2016","Cyprus","Current prices, million euro","Final consumption expenditure","15,302.7"
"2016","Cyprus","Current prices, million euro","Final consumption expenditure of NPISH","185.1"
"2016","Cyprus","Current prices, million euro","Gross capital formation","2,961.3"
"2016","Cyprus","Current prices, million euro","External balance of goods and services","-141.5"
"2016","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","18,290.6"
"2016","Cyprus","Chain linked volumes (2010), million euro","Final consumption expenditure","15,318.0"
"2016","Cyprus","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","183.9"
"2016","Cyprus","Chain linked volumes (2010), million euro","Gross capital formation","3,033.1"
